nm0137140,BaL1
nm0000452,RCn30
nm0000452,TDe14
xs6044,AC6
xs6044,ADw40
xs6044,ELM19
xs6044,FL23
xs6044,HoH12
xs6044,IF91
xs6044,LM9
xs6044,LM10
xs5014,StD4
xs5014,StD7
xs5014,StD24
xs7014,ACx10
xs7774,BB8
xs10803,H61
nm0141710,StF20
xs12852,KBg10
xs10327,GgL2
xs10327,GHb10
xs13663,MiT15
xs13773,MLR18
xs5269,SL23
xs5269,SL52
xs5269,SL54
nm0381416,FrM6
nm0381416,RDo36
xs9508,ElB10
xs9508,GaT10
xs1951,JoL2
xs1951,RiF10
xs7926,BGi11
xs12740,JuA104
xs16285,SSR10
xs15492,RoS90
xs8917,DCs1
xs8917,IH27
xs8917,IH27
xs8917,IH27
xs11022,HGL6
xs11251,HVe11
xs3465,AL21
xs3465,ANe10
xs3465,BB8
xs3465,BiF13
xs3465,ByH5
xs3465,DaM1
xs3465,DaM4
xs3465,DeM20
xs3465,DMi45
xs3465,DTa211
xs3465,FZ12
xs3465,GH8
xs3465,GM227
xs3465,GPC5
xs3465,GS16
xs3465,ICs3
xs3465,IFr5
xs3465,IFr6
xs3465,IFr7
xs3465,IFr12
xs3465,IH26
xs3465,ISt24
xs3465,JKw10
xs3465,IH26
xs3465,ISt24
xs3465,IH26
xs3465,ISt24
xs3465,JKw10
xs3465,LMa24
xs3465,LuV50
xs3465,PAR10
xs3465,PBo9
xs3465,RAl74
xs3465,RcB14
xs3465,RcB17
xs3465,RKi10
xs3465,RoA4
xs3465,RoA45
xs3465,RoA65
xs3465,SaP30
xs3465,SK6
xs3465,SM7
xs3465,SP25
xs3465,TPo20
xs3465,WlD51
xs3465,xDB1
xs12593,JqR20
xs1357,JCa4
xs1357,JCa4
xs1357,RFu10
xs13401,LwS130
xs3415,StK8
xs5759,ALe4
xs5759,LaC20
xs5759,LNm10
nm0001282,AWk10
nm0001282,Ird16
nm0001282,Ird16
nm0001282,Ird16
nm0001282,JZu10
xs13632,MiG50
xs6580,AlZ5
xs6580,ArH217
xs6580,H61
xs6580,HJ1
xs6580,KRz32
xs6580,MM10
xs6580,MvS4
xs6580,NJ5
xs6580,NoB3
xs6580,PhD9
xs6580,RcB30
xs3606,AAn10
xs4982,AMg7
xs4982,GnP10
xs4982,RoA22
xs13378,LuV3
xs2128,WPr10
xs10336,GGr8
xs10336,IMz10
xs10336,JLG15
xs10336,IMz10
xs10336,IMz10
xs10336,LvT10
xs10336,RWF6
xs10336,RWF28
xs10336,WKl30
xs6003,ErD10
xs6003,PGr17
xs6003,SS12
xs6003,StK9
xs6003,StK10
xs6003,StK15
xs12753,JuD13
xs7400,AmM10
xs15342,RWi1
xs6851,AnC10
xs12649,JRu12
xs11710,INw31
xs11710,INw31
xs11710,INw31
xs8656,CJu10
xs2767,CBw45
xs2767,RoS70
xs8274,C142
xs11259,HwF10
xs11259,WA21
xs13108,LBn30
nm0000365,AgH10
nm0000365,AyW11
nm0000365,BTv20
nm0000365,CSr20
nm0000365,KrK39
nm0000365,VoS42
xs13098,LB33
xs7301,AlL3
xs16604,TNu15
xs3646,BKo10
xs3646,ISt33
xs3646,ISt33
xs3646,ISt33
xs10445,GMu9
nm0027323,ELC195
nm0027323,HaM10
nm0027323,IFr8
nm0027323,MR3
nm0027323,RFM20
nm0027323,RiF20
nm0027323,StK4
xs3832,LPh15
xs10677,GuE10
xs1443,ChW7
xs1443,LSm13
xs1443,RoA4
xs14283,NML20
xs2975,BoB1
xs2975,FSc29
xs2975,GRH12
xs2975,MRa10
xs2975,PSc41
xs2975,RiL14
xs2975,WA7
xs11735,IrC86
xs11735,IrC86
xs11735,IrC86
xs11735,RTh27
xs10880,HBH15
xs13399,LWo10
xs948,RR2
xs948,THu25
xs575,IBo7
xs575,JaS46
xs575,JaS46
xs575,TDS10
xs575,WCr6
xs575,WFr36
xs3950,IMz10
xs3950,IMz10
xs3950,IMz10
xs3679,MB3
xs3679,MSz11
xs3679,RSa5
xs14782,PRz22
nm0005367,DIr10
xs6913,AbA10
xs6913,GuS10
xs6913,GuS12
xs8002,BmF10
xs11180,HoD10
xs11180,JiA15
xs11180,JiA15
xs11180,JSb20
xs11498,JaC28
xs11498,JaC28
xs11498,StS14
xs573,BaD28
xs573,DeM1
xs573,MA2
xs9628,ERz6
xs2597,C106
xs2597,GSt8
xs2597,IrP3
xs2597,IrP3
xs2597,IrP3
xs4321,AES85
xs4321,IrC81
xs4321,IrC81
xs4321,IrC81
xs4321,MOp14
nm0704719,LB19
nm0704719,LB24
nm0704719,MA5
nm0704719,PAl12
nm0704719,WFr39
xs10218,GC45
xs9685,EZw7
xs9685,JIv45
xs9685,JIv45
xs3550,ArH225
xs17293,xSa10
nm0250368,NLB10
nm0000117,WCr44
nm0000117,WCr46
xs3980,LHM3
xs9673,EWi10
xs11191,HoK8
nm0000706,AnL15
nm0000706,RSp24
xs16504,TG22
xs11505,IH15
xs11505,IH15
xs11505,IH15
xs11505,LlB97
xs13432,LyD10
xs12870,KBu50
xs12870,MPr25
nm0000152,AdL25
nm0000152,AkK30
nm0000152,FFC12
nm0000152,GHb10
nm0000152,GyM33
nm0000152,IS10
nm0000152,JAv16
nm0000152,IS10
nm0000152,IS10
nm0000152,JAv16
nm0000152,JMB3
nm0000152,JoA13
nm0000152,MCJ18
nm0000152,MFi10
nm0000152,MFi15
nm0000152,MRy21
nm0000152,PSc12
nm0000152,RcB30
nm0000152,RMu41
nm0000152,RSp20
nm0000152,TaH5
nm0000152,TMa10
xs10927,HbR32
xs10927,JCm25
xs10927,JCm25
xs10927,JyR2
xs10927,PY34
xs10927,StF12
xs10104,FWs10
xs9409,EGU40
xs3733,DoC10
nm0875354,ShT10
xs3790,BW7
xs3790,RZL39
xs16417,SWm6
xs8390,CCa10
xs1250,KHu22
xs15933,SCl10
xs7537,ArH103
xs7537,VSh15
xs8725,CNy1
xs7060,ADw5
nm0462116,GrB10
xs5185,DMD35
xs16494,TFi24
xs12267,JKp35
xs12267,JKp35
xs7601,ASa30
xs7601,OW2
xs8906,DCh10
xs395,SSC2l
xs14710,PlT60
nm0000335,AdL10
nm0000335,BiA7
nm0000335,BLe4
nm0000335,BSc25
nm0000335,GRH12
nm0000335,IsS10
nm0000335,JAv18
nm0000335,IsS10
nm0000335,IsS10
nm0000335,JAv18
nm0000335,LaK2
nm0000335,RAl104
nm0000335,RHo27
nm0000335,RMq10
nm0000335,StF5
nm0000335,TiB17
xs1473,AlA10
xs396,INw60
xs396,INw60
xs396,INw60
xs6824,AbP10
xs5019,C94
xs5019,C136
xs5019,EBS30
xs5019,EL52
xs5019,GLC12
xs5019,GSK1
xs5019,HBn30
xs5019,ICr4
xs5019,ICr7
xs5019,IF111
xs5019,IgR14
xs5019,JCw62
xs5019,IgR14
xs5019,IgR14
xs5019,JCw62
xs5019,JN20
xs5019,PSl10
xs5019,RTh15
xs5019,RZL20
xs5019,StR10
xs5019,TG8
xs5019,VF39
xs5019,ViS58
xs5019,WlD10
xs5019,WvD50
xs5019,WvD51
xs5019,WvD60
xs5019,WvD69
xs5019,WvD76
xs96,AlZ4
xs96,JMB5
xs96,VDa10
xs96,Z9270
xs199,CDe10
xs199,GgA9
xs15776,RWa90
xs7889,EWS10
xs11062,HHa38
xs11062,InA30
xs11062,InA30
xs11062,InA30
xs8899,DBy10
xs8899,IAv4
xs4740,SiN10
xs12093,JeY30
xs12093,JeY30
xs5199,ArL48
xs5199,ArL49
xs5199,ArL56
xs5199,ArL58
xs5199,ArL60
xs5199,ArL61
xs5199,EDW13
xs5199,MBo10
xs5199,MBo11
xs5199,PtF10
xs14252,NLl100
xs14252,RSt335
nm0001115,DLD10
nm0001115,IPS1
nm0001115,IPS1
nm0001115,IPS1
nm0001115,JLM10
nm0001115,MkG12
nm0001115,SLJ3
nm0001115,SLJ5
nm0001115,SPo2
xs13715,MkR10
xs13611,MiA25
xs6758,LiA20
xs17195,WSt10
xs8960,DeJ28
xs8960,RS20
xs8316,CBa30
xs8316,FrN8
xs8316,HBn25
xs11247,HuC7
xs11247,OW10
xs2963,BCl7
xs2963,IBa11
xs9783,FF40
xs4436,RGt15
xs4436,SR35
xs4436,SR36
xs4436,SR37
xs4436,SR38
xs1176,IGi10
xs1176,IGi10
xs1176,IGi10
xs7965,BJq15
xs4292,MiW12
xs4292,NCh10
xs4292,RDL5
xs10294,GeS27
xs10294,IB20
xs9290,EAD10
xs9290,FM4
xs7215,AJP29
nm0000168,BLe22
nm0000168,EMF10
nm0000168,GeQ10
nm0000168,GGy10
nm0000168,KeH10
nm0000168,MF7
nm0000168,PhN14
nm0000168,QTa3
nm0000168,SLJ5
xs15807,RWF8
xs12699,JT3
xs6945,ACa50
xs3782,HBH15
xs3782,IH3
xs3782,IH3
xs3782,IH3
xs3782,JTg7
xs3782,SFr60
xs3782,ToG6
xs483,AM27
xs483,C160
xs483,DaA5
xs483,DCs1
xs483,FL27
xs483,FL29
xs483,FRJ30
xs483,HHa27
xs483,IrP11
xs483,IrP11
xs483,IrP11
xs483,JR85
xs483,JW17
xs483,JW18
xs483,LlB21
xs483,ML8
xs483,MOp18
xs483,RVL32
xs483,TG20
xs483,VM9
xs483,ZK7
xs9960,FrF26
xs10361,GiC10
xs9887,LSh1
xs8457,CDe10
xs4053,AEG50
xs4053,ChE2
xs4053,EuF51
xs4053,HCP6
xs14946,RaW66
xs12603,JqT14
xs10232,GCo1
xs4230,DL15
xs4230,IBo30
xs4230,KeA31
xs4230,LIC10
xs4230,LPi20
xs4230,MA8
xs4230,MiR10
xs5089,AlP15
xs5089,BLe10
xs5089,EZw5
xs5089,GfD11
xs5089,GMK10
xs5089,HeB15
xs5089,JeC10
xs5089,JeC10
xs5089,MAp45
xs5089,SuS12
xs5089,VoS40
xs5089,WCr48
xs3175,LIC10
xs7768,BB6
xs16416,SWm6
xs5134,CaR31
xs5134,IFr8
xs5134,IH47
xs5134,IH47
xs5134,IH47
xs5134,NoB3
xs5134,SL20
xs13494,RCo47
xs5685,CCG7
xs5685,MCh5
xs14149,NBr17
xs1727,CyE40
xs1727,FPy1
xs1727,IrK2
xs1727,IrK2
xs1727,IrK2
xs1727,MRy1
xs1727,PHy12
xs1727,StK8
xs11215,HPo10
xs5043,KHu21
xs10486,GoH10
xs12097,JFC10
xs12097,JFC10
xs4371,StL10
xs1844,HK92
xs1844,IgR14
xs1844,IgR14
xs1844,IgR14
xs1844,JLM8
xs7048,AdL25
xs14987,RbR17
nm0285768,KSt10
xs15909,SaF19
xs10601,GSn6
xs7433,AMz5
xs2358,ICa10
xs5463,ADw78
xs5463,DeD50
xs5463,IF115
xs5463,JS1
xs5463,TTz11
xs5463,WW66
xs11761,IrR27
xs11761,IrR27
xs11761,IrR27
nm2096443,DPt33
xs4146,BuR14
xs4146,GlJ40
xs4146,RFM10
xs4146,RFM12
xs1337,ADT12
xs1337,AL11
xs1337,AL16
xs1337,BsK23
xs1337,C106
xs1337,C117
xs1337,C118
xs1337,C120
xs1337,C121
xs1337,CBw42
xs1337,DeD77
xs1337,DSm10
xs1337,DWG57
xs1337,EG16
xs1337,EG18
xs1337,FLl70
xs1337,FWx10
xs1337,FWx18
xs1337,HCP1
xs1337,IF92
xs1337,IF115
xs1337,IrR8
xs1337,IrR8
xs1337,IrR8
xs1337,LAl2
xs1337,LlB62
xs1337,LlB67
xs1337,LlB68
xs1337,MSa9
xs1337,RTh26
xs1337,SSS55
xs1337,WlD33
xs1337,WlD35
xs1337,WlD37
xs1337,WW44
xs1337,WW45
xs1337,Z0409
xs15563,RS15
xs14632,PlA101
xs5847,SL5
xs6503,H29
xs14783,PRz22
xs7690,AWe10
xs7690,HbR22
xs10944,HDc50
xs10944,RtB1
xs3091,GMu17
xs3091,IHs10
xs3091,JDe20
xs3091,IHs10
xs3091,IHs10
xs3091,JDe20
xs3091,RD20
nm0000905,JJm3
nm0000905,JJm3
nm0000905,RrB10
nm0000905,RrB16
nm0000905,RrB18
xs15181,RFl30
xs6414,AnA10
xs6794,EK3
xs6794,EK4
xs6794,FC27
xs6794,HKo23
xs6794,JFll
xs6794,JFll
xs6794,LeN4
xs6794,RSt446
xs6794,VME14
xs7212,AJP29
xs7212,JRu3
xs7212,LeN8
xs7212,RlE20
xs8637,ChW16
xs8637,DeD65
xs14590,PFa1
xs14590,SuS12
xs2847,BSh10
xs2847,FLl85
xs2847,LM25
xs2847,MLR14
xs2847,PS21
xs2847,TG22
xs2847,WRe25
xs2847,WRe35
xs8944,DDW10
xs7654,ATe20
xs7510,APv10
xs9067,DLR15
xs9067,TYg25
xs14957,RbD3
xs4005,AA37
xs3634,BW17
xs3634,INw31
xs3634,INw31
xs3634,INw31
xs3634,NLl106
xs8554,CGl10
xs17033,WCr22
xs10975,HeD105
xs5819,MiT15
xs5819,MSm10
xs5819,RbR3
xs5819,TeB10
xs5819,TNu15
xs4497,BoL10
xs4497,BSc20
xs4497,DLy10
xs10819,H64
xs10233,GCo1
xs3630,FT7
xs3630,KrD10
xs3630,RiF39
xs3630,RiF39
xs8151,BsK22
xs8151,BsK23
xs2478,BvH10
xs2478,CHo5
xs2478,DaM35
xs2478,DS32
xs2478,JGs31
xs2478,JGs31
xs2478,JLT32
xs2478,JSg20
xs2478,MvS3
xs2478,MvS4
xs2478,MvS10
xs2478,NR19
xs2478,PaH54
xs10427,GM237
xs735,MF5
xs13855,MoF6
xs9672,EwD10
xs2902,EDm22
xs2902,ICr10
xs2902,PS1
xs2902,PS21
xs6670,GeK20
xs15394,RMw13
xs15293,RiF53
xs14795,PS22
xs11321,IBa9
xs2180,BLe12
xs2180,DPo4
xs2180,MiJ12
xs2180,MiJ12
xs2180,MKb10
xs2180,PGr15
xs2180,POC26
xs2180,SuK10
xs6443,JJB10
xs6443,JJB10
xs12305,JLG11
xs12305,JLG11
xs13537,MCs10
xs5427,AAl10
xs5427,CEa16
xs5427,ECh10
xs5427,RLT10
xs5427,ToS15
nm0115205,JCp10
nm0115205,JCp10
xs3800,APy10
xs3800,EWS4
xs3800,FrH10
xs3800,HSu10
xs3800,IAv16
xs3800,JLo30
nm0636280,GHb10
xs8401,CCG4
xs6867,AA29
xs11881,JA10
xs11881,JA10
xs11881,JA10
xs5077,APa24
xs5077,CaG1
xs5077,HbR32
xs5077,JeS10
xs5077,JeS10
xs5077,JMB4
xs5077,JMB5
xs5077,JoD20
xs5077,JRu1
xs5077,LaK18
xs5077,MN20
xs5077,PAn10
xs5077,PK7
xs5077,PY11
xs5077,RFM12
xs5077,RiF48
xs5077,SKo2
xs5077,TaH10
xs5077,WGr50
xs5077,WHl6
xs2522,KRu12
xs750,CLa110
xs750,CTB15
xs750,FL28
xs750,GC21
xs750,ICr36
xs750,RWN24
xs750,RWN34
xs750,SNe10
xs9043,DL16
xs17150,WlC10
xs12007,JCw69
xs12007,JCw69
xs12007,S5
xs14616,PGr16
xs14616,PhH13
xs14616,xQu15
xs10842,HaB35
xs9055,DLD10
xs3668,AEG41
xs3668,FL29
xs3668,FMD3
xs3668,HKl40
xs3668,IFa8
xs3668,JMa60
xs3668,RdR44
xs3668,REn32
xs3668,WlD19
xs3668,WW44
xs6053,C118
xs6053,HK86
xs6053,JVK30
xs6053,OP15
xs16638,TRb10
xs11552,IiS17
xs11552,IiS17
xs11552,IiS17
xs5092,NLl108
xs5092,SS11
xs6031,ADw40
xs6031,BBe1
xs6031,FTu20
xs6031,IF79
xs6031,JW4
xs6031,JW6
xs6031,KuN5
xs6031,PtC10
xs16120,SL50
xs7016,ACy14
xs15220,RGr30
xs11112,HK91
xs11112,JuA103
xs11112,RoS50
xs11112,WCo10
xs15655,RSt342
xs4643,BHl10
xs4643,GSy13
xs4643,JWH100
xs4643,LlB35
xs2010,DaM6
xs2010,NT120
xs1152,CBw35
xs1152,CBw37
xs1152,EG28
xs1152,EL68
xs1152,GaK4
xs1152,GSt7
xs1152,GSt13
xs1152,H44
xs1152,HH33
xs1152,HH34
xs1152,HK69
xs1152,ICr30
xs1152,InA15
xs1152,IrR12
xs1152,InA15
xs1152,IrR12
xs1152,InA15
xs1152,IrR12
xs1152,KV55
xs1152,NuJ3
xs1152,OP10
xs1152,PS4
xs1152,SW19
xs1152,SW21
xs1152,ViS84
xs4554,IGi10
xs4554,IGi10
xs4554,IGi10
xs4554,MiT3
xs4554,RiF25
xs14864,PYu10
xs17472,Z9790
xs8957,DeD77
xs818,RAl56
xs7381,AmH13
xs932,IF111
xs16517,TgD1
xs12636,JrP10
xs12636,RAs10
xs12636,SK8
xs4206,JJB10
xs4206,JJB10
xs495,MaI10
xs15661,RSt446
xs12091,JeY5
xs12091,JeY5
xs5840,VME15
nm0002989,BdP13
nm0002989,DSc10
nm0002989,NNo3
nm0002989,ReD10
nm0002989,RMc10
nm0002989,SJF21
xs830,GeO10
xs830,LuV64
xs830,QMa12
xs7896,BeR12
xs9276,DWG80
xs9028,IH18
xs9028,IH18
xs9028,IH18
xs4344,ChE2
xs4344,JNs111
xs4344,JNs111
xs4344,RSt339
xs10029,FSc5
xs10029,IoA10
xs10029,IoA10
xs10029,IoA10
xs6010,FiC1
xs6010,FZ14
xs6010,FZe6
xs6010,IAv16
xs6010,IB103
xs6010,NLl100
xs6010,SL23
xs6010,ToH20
xs7185,AiE10
xs12459,JNs104
xs12459,WBe2
xs7822,BdP17
xs9855,FL11
xs9855,FL12
xs4243,JNm40
xs9193,DS50
xs5852,AGl10
xs5852,IG6
xs5852,IG6
xs5852,IG6
xs5852,PSp10
xs3022,CR24
xs3022,DeM4
xs3022,EK10
xs3022,JNs210
xs3022,JoL8
xs3022,RcB13
xs3022,RMu7
xs3022,WW80
xs3022,ZlK10
xs1556,BB8
xs1556,BdP2
xs1556,BdP19
xs1556,Ble19
xs1556,BLe21
xs1556,ByP10
xs1556,DvJ1
xs1556,EK18
xs1556,FFC7
xs1556,HaR28
xs1556,IFr52
xs1556,IHc10
xs1556,IMN15
xs1556,IWk1
xs1556,JGs30
xs1556,IHc10
xs1556,IMN15
xs1556,IWk1
xs1556,IHc10
xs1556,IMN15
xs1556,IWk1
xs1556,JGs30
xs1556,JMn2
xs1556,JZa10
xs1556,MCi2
xs1556,MCJ14
xs1556,MR34
xs1556,MS3
xs1556,MS5
xs1556,MS7
xs1556,MS18
xs1556,MS19
xs1556,MS25
xs1556,PnM10
xs1556,RHo22
xs1556,RWd10
xs1556,SeL55
xs1556,Z9770
xs7801,BDH10
xs1557,AA29
xs2004,KRu32
xs2004,RoP10
xs2004,TRs22
xs4529,BrG10
xs4529,DRi20
xs4529,MCh1
xs4529,MN8
xs4529,RoJ1
xs4529,SaP30
xs4529,ToH20
xs9926,FOR30
xs9926,RuM37
xs9926,RuM40
xs14603,PGr5
xs12496,JoF1
xs12776,JVi10
xs3788,InA30
xs3788,InA30
xs3788,InA30
xs3788,MLR50
xs3788,RiQ29
xs3788,TDS15
xs4586,AVL35
xs4586,BE27
xs4586,BE28
xs4586,CD20
xs4586,CD22
xs4586,ChW16
xs4586,CR14
xs4586,DeM20
xs4586,DMi28
xs4586,DS38
xs4586,EG16
xs4586,EL63
xs4586,GaK4
xs4586,GOu20
xs4586,GPC10
xs4586,HCP1
xs4586,HKo18
xs4586,IGu31
xs4586,IGu31
xs4586,IGu31
xs4586,JLT15
xs4586,JLT24
xs4586,LHo2
xs4586,MFr23
xs4586,MiG50
xs4586,MP12
xs4586,MP12
xs4586,NR20
xs4586,PUs6
xs4586,RaT9
xs4586,RbM1
xs4586,TG19
xs4586,WAS100
xs4586,WW42
xs4586,WW45
xs10067,FT11
xs8249,C106
xs887,GPa1
xs887,H18
xs887,H20
xs887,H23
xs887,HeE10
xs887,PCz30
xs887,RVL16
xs887,VrS24
xs887,WaF10
xs887,WaF15
xs8741,CR10
xs11705,INS10
xs11705,INS10
xs11705,INS10
xs4654,DMi35
xs4654,PlB2
xs9301,EaK60
xs13947,MRP14
xs13947,MVP20
xs11166,HNe17
xs10719,GyM4
xs11635,IMR10
xs11635,IMR10
xs11635,IMR10
xs12108,JFs10
xs12108,JFs10
xs15343,RM6
xs9041,DL16
xs3568,SLJ1
xs3568,SLJ4
xs5833,AKj16
xs5833,ByH15
xs5833,DMD40
xs5833,MP12
xs5833,RFl100
xs5833,WlD61
xs13582,MFo10
xs3866,DaM4
xs3866,FF14
xs3866,GRi50
xs3866,JR92
xs3866,LuV3
xs3866,PaP10
xs3866,RRo1
xs3866,SL4
xs487,NF16
xs487,OW2
xs13553,MdJ10
xs4450,H60
xs4450,JNs101
nm0931404,KeC7
nm0931404,WeA10
xs9225,DTa215
xs805,BrB10
xs805,WA16
xs8033,BoB4
xs3577,SiN10
xs9674,EWi10
xs17436,Z9230
xs13268,LMa19
xs975,DHx10
xs12410,JN25
xs15250,RHo31
xs3080,DCr19
xs3080,HSu10
xs3080,NiR4
xs14034,MSJ10
xs1383,ArL28
xs1383,IrC77
xs1383,JeY10
xs1383,IrC77
xs1383,IrC77
xs1383,JeY10
xs1383,RaW62
xs6553,GRo1
xs6384,DaB17
xs6384,LeG12
xs6384,LeG10
xs6384,RyB9
xs6384,VF25
xs4271,AnM30
xs7823,BdP17
xs9594,ErM2
xs16856,VrS24
xs4703,GPk12
xs4703,IMi10
xs4703,IMi10
xs4703,IMi10
xs4703,PAal
xs2545,ChV13
xs2545,GeS29
xs2545,IF83
xs2545,ML21
xs2545,RLB10
xs12888,KeA31
xs11027,HH9
xs15077,RD41
xs13897,MPa4
xs12733,JTu14
xs7511,APv10
xs7511,APv10
xs7936,BGi18
xs2412,DMi45
xs3082,ABu10
xs3082,IFr8
xs16251,SRo5
xs1182,KRz36
xs1182,PeS3
xs134,H39
xs134,JNm25
xs134,VF44
xs5288,IdB10
xs5288,RDL24
xs8333,CBl69
xs3910,MB5
xs3910,RoV10
xs3910,WiC70
xs15374,RMp13
xs1894,DSc10
xs1894,RDa21
xs1894,TiB1
xs16636,TPo12
xs16636,TPo16
xs13164,LGt31
xs15291,RiF52
xs3242,HBn8
xs7216,AJy10
xs6135,RxI1
xs6135,RxI30
xs5903,ChB9
xs5903,GC3
xs5903,GC10
xs5903,ThA10
xs11666,IMx10
xs11666,IMx10
xs11666,IMx10
xs12099,JfPd10
xs12099,JfPd10
xs12099,KeH10
xs11703,INS10
xs11703,INS10
xs11703,INS10
xs6126,HyA2
xs6126,JGs30
xs6126,JGs30
xs6126,MiC20
xs6126,RMq10
xs16086,SK3
nm0004769,GSt20
nm0004769,HeL30
xs5109,JuD10
xs5109,RZL20
xs5109,SFr60
xs16210,SR20
xs10616,GSt3
xs6596,C146
xs6596,GDo32
xs2250,MF5
xs2250,RMY10
xs6584,GHl15
nm0520203,AAn12
xs13904,MPi50
xs17069,WHB10
xs7233,AKj13
xs7233,EK14
xs7233,MR34
xs7233,SL14
xs256,FT15
xs256,MLR50
xs256,SP25
xs256,SW30
xs16299,StD51
xs11459,IFr7
xs11459,OW10
xs5205,AKj20
xs5205,HBH70
xs5205,HBH72
xs5205,NR5
xs5205,WW48
xs5131,JqF25
xs11555,IKu10
xs11555,IKu10
xs11555,IKu10
xs1597,H29
xs15767,RWa10
xs3088,HHa15
xs3088,JqT4
xs3088,LlB53
xs3088,MRs1
xs3088,VF38
xs3088,WW30
xs9223,DTa150
xs7613,ASi10
nm0934179,GyM26
nm0934179,MS28
nm0934179,MtC15
nm0934179,RD35
nm0934179,RoP22
xs8411,CCG15
xs8607,ChR50
xs8607,RWh10
xs8018,BnM10
xs10290,GeQ10
xs604,AC9
xs6594,IRa10
xs6594,IRa10
xs6594,IRa10
xs6594,RaW59
xs9228,DuC10
xs10567,GS7
xs947,H30
nm0000288,KOr1
nm0000288,MiH18
nm0000288,MyH10
nm0000288,PSv13
nm0000288,ThC40
nm0705956,AWj30
nm0705956,AWj41
xs13438,MaC11
xs10791,H45
xs10791,IH15
xs10791,IH15
xs10791,IH15
xs2993,EaK8
xs2993,FTu19
xs2993,GHl7
xs2993,JCw53
xs2993,JCw53
xs2993,TB60
xs6539,GDa10
xs14008,MS28
xs9727,FCk1
xs14694,RiF36
nm0553737,ISy29
nm0553737,ISy29
nm0553737,ISy29
xs16123,SL52
xs361,ADx30
xs361,FGi10
xs361,JCT1
xs361,JCT1
xs361,VoS32
xs361,WA9
xs11836,IvR14
xs11836,IvR14
xs11836,IvR14
xs13,BrB20
xs13,BSi10
xs13,EwD10
xs13,GyM26
xs13,HeW1
xs13,HoZ24
xs13,ILa33
xs13,ILa38
xs13,ILa62
xs13,IvR6
xs13,IvR12
xs13,ILa33
xs13,ILa38
xs13,ILa62
xs13,IvR6
xs13,IvR12
xs13,ILa33
xs13,ILa38
xs13,ILa62
xs13,IvR6
xs13,IvR12
xs13,Lob9
xs13,MPr10
xs13,NoE1
xs13,RA15
xs13,SBa15
xs13,SS8
xs13,SS11
xs17302,XWZ15
xs11771,IS7
xs11771,IS7
xs11771,IS7
xs3289,CR10
xs16793,VGu34
xs9771,FF14
xs9822,FGi20
xs16803,ViS58
xs9401,EG24
xs9401,S6
xs9401,TB60
xs11442,IF112
xs11115,HKl17
nm0382920,MlP10
nm0053448,PCa10
xs4389,AA37
xs4389,BGH26
xs4389,CR19
xs4389,DCs30
xs4389,FrT30
xs4389,GPa1
xs4389,IH16
xs4389,IH18
xs4389,JD17
xs4389,IH16
xs4389,IH18
xs4389,IH16
xs4389,IH18
xs4389,JD17
xs4389,KeA31
xs4389,KHu19
xs4389,MFr23
xs4389,OP50
xs4389,PeG6
xs4389,RSt343
xs4389,TRs15
xs9445,EK18
xs9217,DTa102
xs9217,GoH10
xs2996,AKj16
xs10191,GBS100
xs8484,CDM51
xs17459,Z9655
xs14202,NiM20
xs15741,RuM40
xs15741,SSa10
xs4943,RlW10
xs14352,NT32
nm0005447,RGo10
nm0005447,StK21
xs7731,BaD29
xs7731,CoW3
xs17079,WHl8
xs17225,WW30
xs6274,AJP1
xs6274,JSb8
xs3054,H18
xs9506,EL63
xs9506,SG30
xs9506,SG33
xs9506,SG33
xs9506,SG33
xs9506,SG33
xs9506,SG37
xs9506,SG37
xs9506,SG37
xs9506,SG43
xs9506,SG49
xs9506,SG60
xs9589,ErM1
xs1241,GyM30
xs1241,MRs1
xs1241,NoT10
xs1241,RoS112
xs1241,VME8
xs1241,VME18
xs3862,EDm25
xs3862,GDo32
xs3862,ICr35
xs790,ChD10
xs790,JN2
xs790,NAC10
xs7970,BKi10
xs15160,REn30
xs3447,FSt20
xs3447,GF90
xs3447,NML7
xs3447,ThA10
xs14900,RAl50
xs13395,LvT25
xs13207,LiW8
xs7112,AEG50
nm0000637,ISn3
nm0000637,ISn3
nm0000637,ISn3
nm0000637,VCH10
xs10692,GvS8
xs13856,MOp4
xs7420,AMy18
xs3154,Z0411
xs15248,RHo12
xs9419,EJL10
xs17052,WFo10
xs17052,WFo15
xs10163,GAr59
xs10163,MGe10
xs10163,W50
xs10163,W55
xs11025,HGL6
xs8474,CDM18
xs15360,RMg10
xs16937,WA26
xs5373,BW2
xs8585,ChH3
xs8585,FrT13
xs8585,JA30
xs8585,JA30
xs8585,JN23
xs8585,MvS4
xs3316,AlW60
xs3316,CBw42
xs3316,ELM15
xs3316,ELu30
xs3316,SW15
xs16775,VF43
xs15116,RdR10
xs894,GMx2
xs3849,NT70
xs16151,SLJ11
xs86,OW1
xs8137,BSc20
xs9543,ElS4
xs13532,MCJ14
xs9525,ELM17
xs4331,CWh10
xs4331,KHu22
xs16998,WBe2
xs2097,ACj119
xs2097,BGi19
xs2097,EuM10
xs2097,FrT7
xs2097,FWx30
xs2097,IrR50
xs2097,ISt20
xs2097,JaS10
xs2097,IrR50
xs2097,ISt20
xs2097,IrR50
xs2097,ISt20
xs2097,JaS10
xs2097,NLl103
xs2097,RaW82
xs2097,RcB8
xs2097,WW85
